Sigla,Resolução ANEEL,Início Vigência,Fim Vigência,Base Tarifária,Subgrupo,Modalidade,Classe,Subclasse,Detalhe,Acessante,Posto,Unidade,TUSD,TE
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Branca,Residencial,Residencial,SCEE,Não se aplica,Ponta,R$/MWh,"635,23","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"431,83","195,36"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"222,14","209,64"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B1,Convencional,Residencial,Baixa Renda,SCEE,Não se aplica,Não se aplica,R$/MWh,"431,83","14,72"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Baixa Renda,SCEE,Não se aplica,Não se aplica,R$/MWh,"222,14","21,34"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B1,Convencional,Residencial,Residencial,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Residencial,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"431,83","195,36"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"222,14","209,64"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Baixa Renda,SCEE,Não se aplica,Não se aplica,R$/MWh,"431,83","14,72"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Baixa Renda,SCEE,Não se aplica,Não se aplica,R$/MWh,"222,14","21,34"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Residencial,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Residencial,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"346,32","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"231,23","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Fora ponta,R$/MWh,"346,32","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Fora ponta,R$/MWh,"231,23","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Intermediário,R$/MWh,"777,21","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Intermediário,R$/MWh,"443,43","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Intermediário,R$/MWh,"777,21","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Intermediário,R$/MWh,"443,43","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Ponta,R$/MWh,"1208,1","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Ponta,R$/MWh,"655,63","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Ponta,R$/MWh,"1208,1","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Ponta,R$/MWh,"655,63","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"346,32","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"231,23","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"346,32","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"231,23","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Intermediário,R$/MWh,"777,21","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Intermediário,R$/MWh,"443,43","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Intermediário,R$/MWh,"777,21","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Intermediário,R$/MWh,"443,43","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Ponta,R$/MWh,"1208,1","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Ponta,R$/MWh,"655,63","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Ponta,R$/MWh,"1208,1","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Ponta,R$/MWh,"655,63","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"346,32","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"231,23","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Fora ponta,R$/MWh,"346,32","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Fora ponta,R$/MWh,"231,23","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Intermediário,R$/MWh,"777,21","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Intermediário,R$/MWh,"443,43","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Intermediário,R$/MWh,"777,21","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Intermediário,R$/MWh,"443,43","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Ponta,R$/MWh,"1208,1","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Ponta,R$/MWh,"655,63","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Ponta,R$/MWh,"1208,1","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Ponta,R$/MWh,"655,63","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional,Rural,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional,Rural,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional pré-pagamento,Rural,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional pré-pagamento,Rural,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"379,47","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"247,56","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Branca,Não se aplica,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"379,47","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Branca,Não se aplica,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"247,56","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Intermediário,R$/MWh,"876,65","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Intermediário,R$/MWh,"492,41","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Branca,Não se aplica,Não se aplica,SCEE,Não se aplica,Intermediário,R$/MWh,"876,65","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Branca,Não se aplica,Não se aplica,SCEE,Não se aplica,Intermediário,R$/MWh,"492,41","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Ponta,R$/MWh,"1373,84","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Ponta,R$/MWh,"737,26","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Branca,Não se aplica,Não se aplica,SCEE,Não se aplica,Ponta,R$/MWh,"1373,84","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Branca,Não se aplica,Não se aplica,SCEE,Não se aplica,Ponta,R$/MWh,"737,26","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Convencional,Não se aplica,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Convencional,Não se aplica,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"545,2","203,59"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"329,18","218,56"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"545,2","22,95"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"329,18","30,26"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"299,86","111,98"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"181,05","120,21"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B4,Convencional,Iluminação pública,Iluminação pública – B4a,SCEE,Não se aplica,Não se aplica,R$/MWh,"299,86","12,62"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B4,Convencional,Iluminação pública,Iluminação pública – B4a,SCEE,Não se aplica,Não se aplica,R$/MWh,"181,05","16,64"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"327,12","122,16"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"197,51","131,14"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Base Econômica,B4,Convencional,Iluminação pública,Iluminação pública – B4b,SCEE,Não se aplica,Não se aplica,R$/MWh,"327,12","13,77"
Ceriluz,"REH Nº 3.363, DE 30 DE JULHO DE 2024",7/30/2024,7/29/2025,Tarifa de Aplicação,B4,Convencional,Iluminação pública,Iluminação pública – B4b,SCEE,Não se aplica,Não se aplica,R$/MWh,"197,51","18,15"
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Tarifa de Aplicação,A4,Azul,Não se aplica,Não se aplica,APE,Não se aplica,Fora ponta,R$/kW,25,0
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Base Econômica,A4,Azul,Não se aplica,Não se aplica,APE,Não se aplica,Fora ponta,R$/kW,"29,19",0
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Base Econômica,A4,Azul,Não se aplica,Não se aplica,APE,Não se aplica,Fora ponta,R$/MWh,"7,12",0
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Tarifa de Aplicação,A4,Azul,Não se aplica,Não se aplica,APE,Não se aplica,Fora ponta,R$/MWh,"7,13",0
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Tarifa de Aplicação,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/kW,25,0
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Base Econômica,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/kW,"29,19",0
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Tarifa de Aplicação,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"89,35","224,45"
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Base Econômica,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"94,21","224,82"
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Tarifa de Aplicação,A4,Azul,Não se aplica,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"89,35","26,59"
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Base Econômica,A4,Azul,Não se aplica,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"94,21","29,23"
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Tarifa de Aplicação,A4,Azul,Não se aplica,Não se aplica,APE,Não se aplica,Ponta,R$/kW,"71,02",0
Cerim,"REH Nº 3.418, DE 26 DE NOVEMBRO DE 2024",11/30/2024,11/29/2025,Base Econômica,A4,Azul,Não se aplica,Não se aplica,APE,Não se aplica,Ponta,R$/kW,"95,19",0
