Sigla,Resolução ANEEL,Início Vigência,Fim Vigência,Base Tarifária,Subgrupo,Modalidade,Classe,Subclasse,Detalhe,Acessante,Posto,Unidade,TUSD,TE
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,0,"303,25"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/kW,"7,78",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/kW,"7,85",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,Fora ponta,R$/MWh,"3,22",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,Fora ponta,R$/MWh,"23,39",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"106,86","286,47"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"79,91","286,82"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Verde,Não se aplica,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"79,91","13,06"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Verde,Não se aplica,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"106,86","39,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,Não se aplica,R$/kW,"17,71",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,Não se aplica,R$/kW,"19,4",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/kW,"17,71",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/kW,"19,4",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,Ponta,R$/MWh,"914,53",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,Ponta,R$/MWh,"1292,4",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Ponta,R$/MWh,998,"456,91"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Ponta,R$/MWh,"1369,09","483,93"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,A4,Verde,Não se aplica,Não se aplica,SCEE,Não se aplica,Ponta,R$/MWh,"1369,09","13,06"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,A4,Verde,Não se aplica,Não se aplica,SCEE,Não se aplica,Ponta,R$/MWh,998,"39,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,Não se aplica,R$/kW,"16,83",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,Não se aplica,R$/kW,"16,98",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,Não se aplica,R$/kW,"25,71",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,Não se aplica,R$/kW,"25,94",0
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Branca,Residencial,Residencial,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"235,48","288,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Branca,Residencial,Residencial,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"333,68","288,35"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Branca,Residencial,Residencial,SCEE,Não se aplica,Fora ponta,R$/MWh,"333,68","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Branca,Residencial,Residencial,SCEE,Não se aplica,Fora ponta,R$/MWh,"235,48","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Branca,Residencial,Residencial,Não se aplica,Não se aplica,Intermediário,R$/MWh,"423,74","288,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Branca,Residencial,Residencial,Não se aplica,Não se aplica,Intermediário,R$/MWh,"768,28","288,35"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Branca,Residencial,Residencial,SCEE,Não se aplica,Intermediário,R$/MWh,"768,28","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Branca,Residencial,Residencial,SCEE,Não se aplica,Intermediário,R$/MWh,"423,74","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Branca,Residencial,Residencial,Não se aplica,Não se aplica,Ponta,R$/MWh,"612,01","458,47"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Branca,Residencial,Residencial,Não se aplica,Não se aplica,Ponta,R$/MWh,"1202,88","485,46"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Branca,Residencial,Residencial,SCEE,Não se aplica,Ponta,R$/MWh,"1202,88","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Branca,Residencial,Residencial,SCEE,Não se aplica,Ponta,R$/MWh,"612,01","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"213,71","294,41"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"411,1","297,12"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional,Residencial,Baixa Renda,SCEE,Não se aplica,Não se aplica,R$/MWh,"411,1","6,94"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Baixa Renda,SCEE,Não se aplica,Não se aplica,R$/MWh,"213,71","32,77"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"315,67","302,24"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"504,41","304,78"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional,Residencial,Residencial,SCEE,Não se aplica,Não se aplica,R$/MWh,"504,41","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Residencial,SCEE,Não se aplica,Não se aplica,R$/MWh,"315,67","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"213,71","294,41"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"411,1","297,12"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional,Residencial,Residencial Tarifa Social – faixa 01,SCEE,Não se aplica,Não se aplica,R$/MWh,"411,1","6,94"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Residencial Tarifa Social – faixa 01,SCEE,Não se aplica,Não se aplica,R$/MWh,"213,71","32,77"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"213,71","294,41"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"411,1","297,12"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional,Residencial,Residencial Tarifa Social – faixa 02,SCEE,Não se aplica,Não se aplica,R$/MWh,"411,1","6,94"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional,Residencial,Residencial Tarifa Social – faixa 02,SCEE,Não se aplica,Não se aplica,R$/MWh,"213,71","32,77"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"213,71","294,41"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"411,1","297,12"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Baixa Renda,SCEE,Não se aplica,Não se aplica,R$/MWh,"411,1","6,94"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Baixa Renda,SCEE,Não se aplica,Não se aplica,R$/MWh,"213,71","32,77"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"315,67","302,24"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"504,41","304,78"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Residencial,SCEE,Não se aplica,Não se aplica,R$/MWh,"504,41","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Residencial,SCEE,Não se aplica,Não se aplica,R$/MWh,"315,67","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"213,71","294,41"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"411,1","297,12"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Residencial Tarifa Social – faixa 01,SCEE,Não se aplica,Não se aplica,R$/MWh,"411,1","6,94"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Residencial Tarifa Social – faixa 01,SCEE,Não se aplica,Não se aplica,R$/MWh,"213,71","32,77"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"213,71","294,41"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"411,1","297,12"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B1,Convencional pré-pagamento,Residencial,Residencial Tarifa Social – faixa 02,SCEE,Não se aplica,Não se aplica,R$/MWh,"411,1","6,94"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B1,Convencional pré-pagamento,Residencial,Residencial Tarifa Social – faixa 02,SCEE,Não se aplica,Não se aplica,R$/MWh,"213,71","32,77"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"244,2","288,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"116,38","288,35"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Fora ponta,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Fora ponta,R$/MWh,"244,2","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Intermediário,R$/MWh,"449,89","288,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Intermediário,R$/MWh,"116,38","288,35"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Intermediário,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Intermediário,R$/MWh,"449,89","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Ponta,R$/MWh,"655,59","458,47"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Ponta,R$/MWh,"116,38","485,46"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Ponta,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Ponta,R$/MWh,"655,59","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"244,2","288,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"116,38","288,35"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Fora ponta,R$/MWh,"244,2","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Intermediário,R$/MWh,"449,89","288,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Intermediário,R$/MWh,"116,38","288,35"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Intermediário,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Intermediário,R$/MWh,"449,89","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Ponta,R$/MWh,"655,59","458,47"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Não se aplica,Não se aplica,Não se aplica,Ponta,R$/MWh,"116,38","485,46"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Ponta,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Não se aplica,SCEE,Não se aplica,Ponta,R$/MWh,"655,59","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"244,2","288,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Fora ponta,R$/MWh,"116,38","288,35"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Fora ponta,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Fora ponta,R$/MWh,"244,2","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Intermediário,R$/MWh,"449,89","288,04"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Intermediário,R$/MWh,"116,38","288,35"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Intermediário,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Intermediário,R$/MWh,"449,89","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Ponta,R$/MWh,"655,59","458,47"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Ponta,R$/MWh,"116,38","485,46"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Ponta,R$/MWh,"116,38","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Branca,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Ponta,R$/MWh,"655,59","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"315,67","302,24"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"504,41","304,78"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Convencional,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"504,41","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Convencional,Rural,Cooperativa de eletrificação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"315,67","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"315,67","302,24"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"504,41","304,78"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Convencional,Rural,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"504,41","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Convencional,Rural,Não se aplica,SCEE,Não se aplica,Não se aplica,R$/MWh,"315,67","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"315,67","302,24"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"504,41","304,78"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Base Econômica,B2,Convencional,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"504,41","14,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Convencional,Rural,Serviço público de irrigação rural,SCEE,Não se aplica,Não se aplica,R$/MWh,"315,67","40,6"
EFLJC,"REH Nº 3.382, DE 28 DE AGOSTO DE 2024",8/29/2024,8/28/2025,Tarifa de Aplicação,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,Não se aplica,R$/MWh,"315,67","302,24"
